#E_pot  E_kin  T  P
-2.301390e+02 1.076136e+02 4.314313e+01 9.530483e+05
-2.299984e+02 1.075926e+02 4.313473e+01 9.528628e+05
-2.298582e+02 1.077997e+02 4.321776e+01 9.546968e+05
-2.297184e+02 1.079409e+02 4.327434e+01 9.559467e+05
-2.295782e+02 1.082690e+02 4.340588e+01 9.588526e+05
-2.294367e+02 1.086798e+02 4.357058e+01 9.624908e+05
-2.292946e+02 1.080029e+02 4.329920e+01 9.564959e+05
-2.291534e+02 1.074818e+02 4.309031e+01 9.518816e+05
-2.290128e+02 1.073328e+02 4.303057e+01 9.505619e+05
-2.288722e+02 1.069420e+02 4.287388e+01 9.471005e+05
-2.287323e+02 1.064152e+02 4.266269e+01 9.424353e+05
-2.285936e+02 1.060067e+02 4.249892e+01 9.388174e+05
-2.284561e+02 1.054479e+02 4.227490e+01 9.338688e+05
-2.283201e+02 1.056623e+02 4.236084e+01 9.357673e+05
-2.281855e+02 1.052900e+02 4.221161e+01 9.324706e+05
-2.280520e+02 1.053369e+02 4.223041e+01 9.328859e+05
-2.279187e+02 1.048604e+02 4.203938e+01 9.286660e+05
-2.277856e+02 1.052857e+02 4.220987e+01 9.324322e+05
-2.276537e+02 1.051995e+02 4.217531e+01 9.316688e+05
-2.275225e+02 1.048367e+02 4.202985e+01 9.284555e+05
-2.273914e+02 1.039391e+02 4.166999e+01 9.205060e+05
-2.272608e+02 1.036961e+02 4.157257e+01 9.183541e+05
-2.271312e+02 1.034308e+02 4.146622e+01 9.160047e+05
-2.270016e+02 1.039462e+02 4.167286e+01 9.205695e+05
-2.268714e+02 1.032114e+02 4.137824e+01 9.140612e+05
-2.267417e+02 1.025390e+02 4.110868e+01 9.081065e+05
-2.266121e+02 1.022575e+02 4.099585e+01 9.056140e+05
-2.264828e+02 1.028234e+02 4.122269e+01 9.106251e+05
-2.263545e+02 1.028656e+02 4.123964e+01 9.109995e+05
-2.262272e+02 1.027725e+02 4.120230e+01 9.101747e+05
-2.261008e+02 1.025473e+02 4.111200e+01 9.081799e+05
-2.259751e+02 1.023569e+02 4.103567e+01 9.064936e+05
-2.258508e+02 1.025184e+02 4.110044e+01 9.079244e+05
-2.257278e+02 1.033210e+02 4.142221e+01 9.150325e+05
-2.256056e+02 1.041684e+02 4.176191e+01 9.225366e+05
-2.254848e+02 1.041702e+02 4.176266e+01 9.225533e+05
-2.253652e+02 1.044612e+02 4.187933e+01 9.251304e+05
-2.252461e+02 1.041508e+02 4.175487e+01 9.223810e+05
-2.251280e+02 1.035870e+02 4.152885e+01 9.173882e+05
-2.250122e+02 1.034927e+02 4.149105e+01 9.165532e+05
-2.248975e+02 1.035366e+02 4.150864e+01 9.169417e+05
-2.247830e+02 1.032338e+02 4.138725e+01 9.142602e+05
-2.246700e+02 1.030848e+02 4.132750e+01 9.129404e+05
-2.245594e+02 1.036697e+02 4.156201e+01 9.181207e+05
-2.244512e+02 1.036319e+02 4.154684e+01 9.177858e+05
-2.243452e+02 1.032183e+02 4.138103e+01 9.141229e+05
-2.242416e+02 1.032134e+02 4.137908e+01 9.140798e+05
-2.241395e+02 1.035272e+02 4.150488e+01 9.168587e+05
-2.240377e+02 1.035229e+02 4.150314e+01 9.168202e+05
-2.239365e+02 1.030859e+02 4.132793e+01 9.129499e+05
-2.238372e+02 1.028877e+02 4.124850e+01 9.111951e+05
-2.237396e+02 1.028664e+02 4.123994e+01 9.110060e+05
-2.236432e+02 1.030910e+02 4.132997e+01 9.129950e+05
-2.235479e+02 1.035031e+02 4.149519e+01 9.166447e+05
-2.234545e+02 1.036109e+02 4.153844e+01 9.176001e+05
-2.233637e+02 1.032792e+02 4.140543e+01 9.146619e+05
-2.232759e+02 1.035200e+02 4.150199e+01 9.167949e+05
-2.231917e+02 1.031268e+02 4.134433e+01 9.133121e+05
-2.231106e+02 1.030441e+02 4.131120e+01 9.125803e+05
-2.230315e+02 1.030297e+02 4.130543e+01 9.124528e+05
-2.229527e+02 1.034373e+02 4.146884e+01 9.160625e+05
-2.228738e+02 1.040028e+02 4.169552e+01 9.210700e+05
-2.227952e+02 1.042656e+02 4.180092e+01 9.233983e+05
-2.227170e+02 1.037459e+02 4.159254e+01 9.187951e+05
-2.226402e+02 1.037120e+02 4.157894e+01 9.184948e+05
-2.225646e+02 1.040688e+02 4.172200e+01 9.216549e+05
-2.224897e+02 1.037550e+02 4.159618e+01 9.188756e+05
-2.224162e+02 1.033320e+02 4.142660e+01 9.151296e+05
-2.223436e+02 1.030383e+02 4.130888e+01 9.125291e+05
-2.222718e+02 1.025635e+02 4.111851e+01 9.083237e+05
-2.222014e+02 1.018196e+02 4.082029e+01 9.017358e+05
-2.221327e+02 1.021484e+02 4.095209e+01 9.046473e+05
-2.220652e+02 1.022377e+02 4.098788e+01 9.054380e+05
-2.219984e+02 1.023200e+02 4.102090e+01 9.061674e+05
-2.219334e+02 1.019875e+02 4.088760e+01 9.032227e+05
-2.218699e+02 1.021102e+02 4.093678e+01 9.043092e+05
-2.218071e+02 1.016096e+02 4.073607e+01 8.998755e+05
-2.217441e+02 1.019547e+02 4.087446e+01 9.029325e+05
-2.216818e+02 1.017699e+02 4.080035e+01 9.012954e+05
-2.216210e+02 1.022321e+02 4.098565e+01 9.053888e+05
-2.215624e+02 1.030693e+02 4.132131e+01 9.128036e+05
-2.215059e+02 1.031621e+02 4.135851e+01 9.136254e+05
-2.214509e+02 1.030087e+02 4.129700e+01 9.122666e+05
-2.213976e+02 1.026847e+02 4.116710e+01 9.093971e+05
-2.213461e+02 1.034354e+02 4.146806e+01 9.160454e+05
-2.212956e+02 1.036805e+02 4.156633e+01 9.182161e+05
-2.212461e+02 1.044758e+02 4.188516e+01 9.252592e+05
-2.211974e+02 1.042298e+02 4.178654e+01 9.230806e+05
-2.211499e+02 1.038385e+02 4.162966e+01 9.196152e+05
-2.211033e+02 1.034399e+02 4.146988e+01 9.160857e+05
-2.210574e+02 1.036089e+02 4.153761e+01 9.175818e+05
-2.210126e+02 1.034315e+02 4.146649e+01 9.160107e+05
-2.209683e+02 1.029768e+02 4.128420e+01 9.119839e+05
-2.209244e+02 1.026236e+02 4.114261e+01 9.088561e+05
-2.208810e+02 1.023857e+02 4.104723e+01 9.067490e+05
-2.208374e+02 1.025991e+02 4.113279e+01 9.086391e+05
-2.207947e+02 1.032160e+02 4.138011e+01 9.141025e+05
-2.207540e+02 1.034854e+02 4.148812e+01 9.164885e+05
-2.207155e+02 1.034714e+02 4.148252e+01 9.163647e+05
-2.206787e+02 1.033361e+02 4.142826e+01 9.151661e+05
-2.206436e+02 1.040562e+02 4.171693e+01 9.215430e+05
-2.206093e+02 1.039499e+02 4.167434e+01 9.206021e+05
-2.205760e+02 1.042906e+02 4.181094e+01 9.236197e+05
-2.205443e+02 1.044761e+02 4.188529e+01 9.252622e+05
-2.205137e+02 1.043942e+02 4.185246e+01 9.245369e+05
-2.204836e+02 1.044949e+02 4.189285e+01 9.254290e+05
-2.204540e+02 1.044598e+02 4.187875e+01 9.251176e+05
-2.204249e+02 1.043977e+02 4.185385e+01 9.245677e+05
-2.203971e+02 1.044000e+02 4.185477e+01 9.245878e+05
-2.203712e+02 1.037437e+02 4.159165e+01 9.187754e+05
-2.203468e+02 1.036528e+02 4.155524e+01 9.179712e+05
-2.203237e+02 1.036947e+02 4.157203e+01 9.183422e+05
-2.203017e+02 1.043359e+02 4.182909e+01 9.240206e+05
-2.202803e+02 1.040209e+02 4.170279e+01 9.212306e+05
-2.202585e+02 1.046975e+02 4.197407e+01 9.272232e+05
-2.202365e+02 1.043923e+02 4.185168e+01 9.245197e+05
-2.202160e+02 1.039452e+02 4.167246e+01 9.205607e+05
-2.201974e+02 1.039494e+02 4.167412e+01 9.205974e+05
-2.201805e+02 1.037052e+02 4.157622e+01 9.184347e+05
-2.201648e+02 1.037880e+02 4.160942e+01 9.191680e+05
-2.201494e+02 1.048854e+02 4.204940e+01 9.288873e+05
-2.201355e+02 1.045760e+02 4.192532e+01 9.261464e+05
-2.201228e+02 1.049700e+02 4.208330e+01 9.296362e+05
-2.201113e+02 1.049985e+02 4.209473e+01 9.298887e+05
-2.201006e+02 1.042299e+02 4.178657e+01 9.230814e+05
-2.200901e+02 1.045957e+02 4.193324e+01 9.263214e+05
-2.200790e+02 1.044048e+02 4.185672e+01 9.246310e+05
-2.200674e+02 1.042428e+02 4.179174e+01 9.231956e+05
-2.200570e+02 1.040812e+02 4.172698e+01 9.217649e+05
-2.200478e+02 1.039288e+02 4.166588e+01 9.204153e+05
-2.200393e+02 1.047651e+02 4.200116e+01 9.278217e+05
-2.200322e+02 1.048247e+02 4.202505e+01 9.283494e+05
-2.200253e+02 1.052164e+02 4.218209e+01 9.318187e+05
-2.200182e+02 1.053094e+02 4.221938e+01 9.326423e+05
-2.200109e+02 1.050555e+02 4.211759e+01 9.303938e+05
-2.200031e+02 1.048536e+02 4.203664e+01 9.286055e+05
-2.199946e+02 1.044650e+02 4.188085e+01 9.251641e+05
-2.199853e+02 1.048591e+02 4.203882e+01 9.286537e+05
-2.199758e+02 1.049290e+02 4.206687e+01 9.292732e+05
-2.199672e+02 1.047947e+02 4.201301e+01 9.280835e+05
-2.199591e+02 1.050188e+02 4.210287e+01 9.300686e+05
-2.199515e+02 1.049377e+02 4.207035e+01 9.293501e+05
-2.199455e+02 1.051489e+02 4.215501e+01 9.312203e+05
-2.199416e+02 1.055945e+02 4.233368e+01 9.351673e+05
-2.199381e+02 1.062033e+02 4.257773e+01 9.405583e+05
-2.199349e+02 1.057766e+02 4.240666e+01 9.367793e+05
-2.199331e+02 1.053647e+02 4.224152e+01 9.331313e+05
-2.199314e+02 1.054419e+02 4.227250e+01 9.338158e+05
-2.199289e+02 1.060710e+02 4.252469e+01 9.393866e+05
-2.199266e+02 1.060675e+02 4.252328e+01 9.393555e+05
-2.199255e+02 1.068615e+02 4.284163e+01 9.463881e+05
-2.199245e+02 1.066161e+02 4.274325e+01 9.442148e+05
-2.199220e+02 1.068348e+02 4.283092e+01 9.461514e+05
-2.199194e+02 1.075611e+02 4.312209e+01 9.525836e+05
-2.199182e+02 1.073525e+02 4.303846e+01 9.507361e+05
-2.199176e+02 1.071893e+02 4.297302e+01 9.492904e+05
-2.199175e+02 1.075572e+02 4.312053e+01 9.525490e+05
-2.199180e+02 1.069894e+02 4.289289e+01 9.475203e+05
-2.199187e+02 1.061280e+02 4.254756e+01 9.398919e+05
-2.199199e+02 1.059434e+02 4.247353e+01 9.382565e+05
-2.199212e+02 1.067432e+02 4.279417e+01 9.453396e+05
-2.199227e+02 1.062414e+02 4.259301e+01 9.408959e+05
-2.199237e+02 1.063042e+02 4.261818e+01 9.414519e+05
-2.199235e+02 1.067015e+02 4.277746e+01 9.449705e+05
-2.199231e+02 1.077162e+02 4.318426e+01 9.539570e+05
-2.199227e+02 1.077346e+02 4.319164e+01 9.541200e+05
-2.199231e+02 1.078373e+02 4.323282e+01 9.550296e+05
-2.199248e+02 1.071671e+02 4.296412e+01 9.490939e+05
-2.199272e+02 1.077424e+02 4.319477e+01 9.541892e+05
-2.199294e+02 1.076887e+02 4.317324e+01 9.537134e+05
-2.199313e+02 1.081949e+02 4.337618e+01 9.581965e+05
-2.199337e+02 1.087921e+02 4.361560e+01 9.634853e+05
-2.199368e+02 1.089670e+02 4.368574e+01 9.650348e+05
-2.199406e+02 1.080126e+02 4.330308e+01 9.565817e+05
-2.199437e+02 1.079567e+02 4.328068e+01 9.560869e+05
-2.199447e+02 1.077475e+02 4.319682e+01 9.542344e+05
-2.199442e+02 1.071425e+02 4.295426e+01 9.488762e+05
-2.199432e+02 1.072272e+02 4.298824e+01 9.496266e+05
-2.199428e+02 1.069411e+02 4.287353e+01 9.470927e+05
-2.199431e+02 1.071238e+02 4.294676e+01 9.487105e+05
-2.199425e+02 1.070159e+02 4.290352e+01 9.477551e+05
-2.199418e+02 1.066841e+02 4.277048e+01 9.448163e+05
-2.199414e+02 1.073280e+02 4.302863e+01 9.505189e+05
-2.199406e+02 1.068599e+02 4.284098e+01 9.463737e+05
-2.199394e+02 1.072003e+02 4.297746e+01 9.493886e+05
-2.199375e+02 1.066875e+02 4.277186e+01 9.448467e+05
-2.199349e+02 1.066542e+02 4.275852e+01 9.445521e+05
-2.199320e+02 1.071535e+02 4.295869e+01 9.489739e+05
-2.199280e+02 1.065063e+02 4.269920e+01 9.432417e+05
-2.199238e+02 1.061580e+02 4.255958e+01 9.401575e+05
-2.199207e+02 1.065192e+02 4.270436e+01 9.433558e+05
-2.199184e+02 1.055014e+02 4.229632e+01 9.343420e+05
-2.199158e+02 1.052452e+02 4.219365e+01 9.320738e+05
-2.199126e+02 1.049579e+02 4.207845e+01 9.295291e+05
-2.199092e+02 1.043759e+02 4.184511e+01 9.243745e+05
-2.199049e+02 1.045508e+02 4.191523e+01 9.259234e+05
-2.199000e+02 1.042943e+02 4.181241e+01 9.236522e+05
-2.198948e+02 1.043062e+02 4.181716e+01 9.237572e+05
-2.198897e+02 1.051829e+02 4.216863e+01 9.315213e+05
-2.198852e+02 1.053398e+02 4.223155e+01 9.329112e+05
-2.198811e+02 1.052892e+02 4.221126e+01 9.324629e+05
-2.198773e+02 1.048644e+02 4.204097e+01 9.287013e+05
-2.198744e+02 1.053237e+02 4.222510e+01 9.327687e+05
-2.198721e+02 1.056947e+02 4.237382e+01 9.360540e+05
-2.198692e+02 1.050444e+02 4.211313e+01 9.302953e+05
-2.198668e+02 1.059153e+02 4.246226e+01 9.380077e+05
-2.198647e+02 1.056338e+02 4.234941e+01 9.355148e+05
-2.198617e+02 1.058694e+02 4.244386e+01 9.376012e+05
-2.198582e+02 1.058310e+02 4.242848e+01 9.372615e+05
-2.198554e+02 1.055206e+02 4.230404e+01 9.345125e+05
-2.198518e+02 1.055459e+02 4.231419e+01 9.347367e+05
-2.198472e+02 1.059471e+02 4.247501e+01 9.382892e+05
-2.198426e+02 1.056288e+02 4.234742e+01 9.354709e+05
-2.198385e+02 1.057377e+02 4.239109e+01 9.364354e+05
-2.198340e+02 1.051963e+02 4.217404e+01 9.316407e+05
-2.198277e+02 1.054787e+02 4.228724e+01 9.341414e+05
-2.198208e+02 1.057982e+02 4.241534e+01 9.369711e+05
-2.198147e+02 1.055162e+02 4.230229e+01 9.344738e+05
-2.198090e+02 1.056825e+02 4.236894e+01 9.359462e+05
-2.198032e+02 1.057211e+02 4.238441e+01 9.362878e+05
-2.197977e+02 1.062307e+02 4.258873e+01 9.408013e+05
-2.197917e+02 1.059917e+02 4.249289e+01 9.386843e+05
-2.197851e+02 1.065095e+02 4.270049e+01 9.432702e+05
-2.197787e+02 1.069645e+02 4.288292e+01 9.473003e+05
-2.197727e+02 1.071675e+02 4.296430e+01 9.490978e+05
-2.197670e+02 1.066005e+02 4.273697e+01 9.440761e+05
-2.197608e+02 1.060702e+02 4.252439e+01 9.393801e+05
-2.197542e+02 1.061479e+02 4.255554e+01 9.400683e+05
-2.197480e+02 1.057061e+02 4.237840e+01 9.361551e+05
-2.197422e+02 1.059934e+02 4.249360e+01 9.386999e+05
-2.197369e+02 1.066262e+02 4.274728e+01 9.443038e+05
-2.197315e+02 1.069000e+02 4.285705e+01 9.467286e+05
-2.197262e+02 1.070702e+02 4.292530e+01 9.482364e+05
-2.197207e+02 1.071041e+02 4.293886e+01 9.485358e+05
-2.197142e+02 1.069780e+02 4.288833e+01 9.474196e+05
-2.197068e+02 1.066904e+02 4.277303e+01 9.448727e+05
-2.196988e+02 1.069802e+02 4.288922e+01 9.474393e+05
-2.196903e+02 1.068668e+02 4.284375e+01 9.464349e+05
-2.196815e+02 1.067492e+02 4.279660e+01 9.453933e+05
-2.196723e+02 1.062046e+02 4.257827e+01 9.405703e+05
-2.196624e+02 1.063294e+02 4.262828e+01 9.416750e+05
-2.196522e+02 1.062708e+02 4.260480e+01 9.411565e+05
-2.196422e+02 1.058511e+02 4.243654e+01 9.374396e+05
-2.196322e+02 1.063565e+02 4.263915e+01 9.419152e+05
-2.196217e+02 1.064367e+02 4.267129e+01 9.426252e+05
-2.196109e+02 1.059350e+02 4.247016e+01 9.381822e+05
-2.195991e+02 1.056904e+02 4.237213e+01 9.360166e+05
-2.195871e+02 1.051686e+02 4.216292e+01 9.313951e+05
-2.195746e+02 1.056615e+02 4.236052e+01 9.357602e+05
-2.195608e+02 1.058672e+02 4.244298e+01 9.375818e+05
-2.195459e+02 1.060958e+02 4.253463e+01 9.396063e+05
-2.195301e+02 1.067906e+02 4.281320e+01 9.457599e+05
-2.195139e+02 1.066232e+02 4.274607e+01 9.442771e+05
-2.194980e+02 1.065948e+02 4.273468e+01 9.440255e+05
-2.194825e+02 1.064366e+02 4.267127e+01 9.426248e+05
-2.194669e+02 1.065090e+02 4.270028e+01 9.432656e+05
-2.194510e+02 1.062947e+02 4.261437e+01 9.413679e+05
-2.194354e+02 1.060875e+02 4.253133e+01 9.395333e+05
-2.194200e+02 1.061169e+02 4.254308e+01 9.397930e+05
-2.194042e+02 1.058549e+02 4.243804e+01 9.374726e+05
-2.193879e+02 1.069846e+02 4.289098e+01 9.474783e+05
-2.193707e+02 1.065449e+02 4.271470e+01 9.435842e+05
-2.193524e+02 1.066743e+02 4.276658e+01 9.447302e+05
-2.193329e+02 1.078485e+02 4.323730e+01 9.551285e+05
-2.193129e+02 1.077931e+02 4.321512e+01 9.546385e+05
-2.192922e+02 1.081583e+02 4.336151e+01 9.578725e+05
-2.192708e+02 1.082426e+02 4.339533e+01 9.586194e+05
-2.192483e+02 1.086878e+02 4.357379e+01 9.625618e+05
-2.192238e+02 1.088082e+02 4.362206e+01 9.636280e+05
-2.191982e+02 1.085869e+02 4.353334e+01 9.616681e+05
-2.191725e+02 1.085587e+02 4.352202e+01 9.614181e+05
-2.191472e+02 1.082571e+02 4.340111e+01 9.587472e+05
-2.191216e+02 1.083243e+02 4.342807e+01 9.593428e+05
-2.190956e+02 1.082442e+02 4.339597e+01 9.586336e+05
-2.190697e+02 1.083394e+02 4.343412e+01 9.594763e+05
-2.190430e+02 1.082690e+02 4.340587e+01 9.588524e+05
-2.190159e+02 1.083692e+02 4.344606e+01 9.597401e+05
-2.189890e+02 1.091145e+02 4.374486e+01 9.663407e+05
-2.189634e+02 1.080380e+02 4.331329e+01 9.568072e+05
-2.189387e+02 1.086903e+02 4.357478e+01 9.625836e+05
-2.189136e+02 1.089823e+02 4.369188e+01 9.651704e+05
-2.188884e+02 1.091499e+02 4.375906e+01 9.666545e+05
-2.188640e+02 1.085306e+02 4.351078e+01 9.611699e+05
-2.188400e+02 1.090879e+02 4.373418e+01 9.661049e+05
-2.188153e+02 1.088995e+02 4.365865e+01 9.644364e+05
-2.187905e+02 1.089315e+02 4.367148e+01 9.647198e+05
-2.187657e+02 1.095671e+02 4.392629e+01 9.703487e+05
-2.187405e+02 1.093859e+02 4.385368e+01 9.687446e+05
-2.187151e+02 1.094216e+02 4.386799e+01 9.690608e+05
-2.186894e+02 1.102538e+02 4.420161e+01 9.764305e+05
-2.186639e+02 1.102445e+02 4.419790e+01 9.763487e+05
-2.186386e+02 1.100567e+02 4.412260e+01 9.746852e+05
-2.186132e+02 1.090909e+02 4.373541e+01 9.661320e+05
-2.185876e+02 1.093910e+02 4.385571e+01 9.687894e+05
-2.185621e+02 1.087073e+02 4.358159e+01 9.627341e+05
-2.185370e+02 1.085259e+02 4.350888e+01 9.611280e+05
-2.185112e+02 1.087527e+02 4.359982e+01 9.631368e+05
-2.184844e+02 1.091932e+02 4.377639e+01 9.670374e+05
-2.184579e+02 1.094850e+02 4.389338e+01 9.696217e+05
-2.184316e+02 1.097849e+02 4.401363e+01 9.722779e+05
-2.184048e+02 1.103289e+02 4.423172e+01 9.770957e+05
-2.183778e+02 1.108605e+02 4.444485e+01 9.818039e+05
-2.183518e+02 1.106766e+02 4.437111e+01 9.801750e+05
-2.183260e+02 1.102294e+02 4.419183e+01 9.762145e+05
-2.182992e+02 1.101297e+02 4.415184e+01 9.753311e+05
-2.182719e+02 1.098300e+02 4.403173e+01 9.726778e+05
-2.182447e+02 1.095975e+02 4.393850e+01 9.706183e+05
-2.182171e+02 1.101949e+02 4.417799e+01 9.759087e+05
-2.181887e+02 1.102517e+02 4.420077e+01 9.764121e+05
-2.181593e+02 1.106183e+02 4.434776e+01 9.796591e+05
-2.181293e+02 1.107192e+02 4.438820e+01 9.805525e+05
-2.180994e+02 1.100024e+02 4.410084e+01 9.742045e+05
-2.180697e+02 1.099404e+02 4.407596e+01 9.736549e+05
