r_nm,g_r,coordination_number,pair_count
7.499999999999999722e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.249999999999999917e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.749999999999999861e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.249999999999999806e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.750000000000000444e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.249999999999999001e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.750000000000000333e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.124999999999999889e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.275000000000000022e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.425000000000000155e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.574999999999999734e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.724999999999999867e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.875000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.025000000000000133e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.174999999999999711e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.324999999999999845e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.474999999999999978e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.625000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.774999999999999689e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.924999999999999822e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.074999999999999956e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.225000000000000089e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.374999999999999667e-01,3.129731767401969927e-02,1.552651806302843881e-03,5.050000000000000000e+02
3.524999999999999800e-01,8.198121053535704306e+00,4.452083013066870931e-01,1.442990000000000000e+05
3.674999999999999933e-01,4.822830122722708523e+01,3.281983089930822661e+00,9.226610000000000000e+05
3.825000000000000067e-01,4.272033698105567368e+01,6.004064565718678637e+00,8.853570000000000000e+05
3.974999999999999645e-01,1.743986565380612319e+01,7.204162951575711737e+00,3.903320000000000000e+05
4.124999999999999778e-01,6.491459379809622732e+00,7.685208301306688305e+00,1.564600000000000000e+05
4.274999999999999911e-01,2.955496914289902133e+00,7.920439661798617692e+00,7.650900000000000000e+04
4.425000000000000044e-01,1.709047549435235291e+00,8.066176787086858369e+00,4.740100000000000000e+04
4.574999999999999623e-01,1.291412588774884629e+00,8.183892390468871625e+00,3.828700000000000000e+04
4.724999999999999756e-01,1.269512435738866740e+00,8.307323597232899814e+00,4.014600000000000000e+04
4.874999999999999889e-01,1.208756895232434792e+00,8.432427363566489475e+00,4.069000000000000000e+04
5.024999999999999467e-01,1.272607522864483531e+00,8.572368946963875302e+00,4.551600000000000000e+04
5.175000000000000711e-01,1.469383114655485212e+00,8.743738662567256625e+00,5.573800000000000000e+04
5.324999999999999734e-01,1.738661741516912107e+00,8.958438124519600976e+00,6.983100000000000000e+04
5.474999999999999867e-01,1.947237040508217332e+00,9.212630284396619018e+00,8.267600000000000000e+04
5.625000000000000000e-01,2.179653320277727513e+00,9.512965411222138457e+00,9.768400000000000000e+04
5.774999999999999023e-01,2.931545069365431466e+00,9.938733282090701948e+00,1.384810000000000000e+05
5.925000000000000266e-01,4.595999711005290145e+00,1.064136510376633638e+01,2.285310000000000000e+05
6.074999999999999289e-01,7.349546689460267679e+00,1.182256418139892595e+01,3.841850000000000000e+05
6.225000000000000533e-01,9.946539522439273640e+00,1.350105764796310659e+01,5.459300000000000000e+05
6.374999999999999556e-01,9.922955435898103360e+00,1.525723904688701182e+01,5.711980000000000000e+05
6.524999999999999689e-01,8.161528891684698195e+00,1.677045042275173259e+01,4.921720000000000000e+05
6.674999999999999822e-01,5.954848778833771838e+00,1.792586933128363214e+01,3.758000000000000000e+05
6.824999999999998845e-01,4.313336171968113142e+00,1.880082090699462327e+01,2.845780000000000000e+05
6.975000000000000089e-01,4.022617523227105529e+00,1.965306072252113978e+01,2.771910000000000000e+05
7.124999999999999112e-01,4.858194944416617922e+00,2.072707148347425132e+01,3.493220000000000000e+05
7.275000000000000355e-01,6.148451592419279521e+00,2.214415372790161385e+01,4.609060000000000000e+05
7.424999999999999378e-01,6.188321819855481465e+00,2.362984473481936831e+01,4.832210000000000000e+05
7.575000000000000622e-01,4.552955664042164230e+00,2.476752651806302552e+01,3.700310000000000000e+05
7.724999999999999645e-01,2.942186873968323013e+00,2.553211683320522241e+01,2.486830000000000000e+05
7.874999999999999778e-01,1.987934497056476069e+00,2.606898078401229313e+01,1.746150000000000000e+05
8.024999999999999911e-01,1.593350167989611377e+00,2.651583089930822013e+01,1.453380000000000000e+05
8.174999999999998934e-01,1.435582570503791233e+00,2.693362644119907401e+01,1.358880000000000000e+05
8.325000000000000178e-01,1.467332750171614242e+00,2.737647655649499967e+01,1.440370000000000000e+05
8.474999999999999201e-01,1.658373226155722024e+00,2.789518216756340863e+01,1.687090000000000000e+05
8.625000000000000444e-01,2.033312619650570863e+00,2.855387240584165554e+01,2.142390000000000000e+05
8.774999999999999467e-01,2.629735852362437232e+00,2.943566179861644372e+01,2.868020000000000000e+05
8.924999999999999600e-01,3.246544129423254876e+00,3.056181091468100774e+01,3.662800000000000000e+05
9.074999999999999734e-01,3.817563484949626051e+00,3.193091775557262935e+01,4.453020000000000000e+05
9.224999999999998757e-01,4.163185021430867216e+00,3.347374019984626159e+01,5.018030000000000000e+05
9.375000000000000000e-01,4.201984012345381991e+00,3.508199231360490700e+01,5.230840000000000000e+05
9.524999999999999023e-01,4.142075692166178769e+00,3.671845042275171522e+01,5.322580000000000000e+05
9.675000000000000266e-01,3.803224398726539057e+00,3.826873174481166728e+01,5.042290000000000000e+05
9.824999999999999289e-01,3.332262605148134771e+00,3.966948193697154323e+01,4.555940000000000000e+05
9.974999999999999423e-01,2.795471817094413058e+00,4.088074096848576033e+01,3.939620000000000000e+05
1.012499999999999956e+00,2.379143897121946960e+00,4.194284396617984356e+01,3.454490000000000000e+05
1.027499999999999858e+00,2.124108583651071580e+00,4.291939738662565418e+01,3.176240000000000000e+05
1.042499999999999982e+00,1.971272011826560533e+00,4.385233820138353167e+01,3.034390000000000000e+05
1.057500000000000107e+00,1.916984382971119061e+00,4.478588162951573537e+01,3.036350000000000000e+05
1.072500000000000009e+00,2.027729580461702596e+00,4.580156802459644183e+01,3.303520000000000000e+05
1.087499999999999911e+00,2.123791253177636396e+00,4.689533589546500281e+01,3.557480000000000000e+05
1.102500000000000036e+00,2.027401952308834243e+00,4.796846425826284843e+01,3.490350000000000000e+05
1.117499999999999938e+00,1.747028964183815702e+00,4.891852113758644549e+01,3.090060000000000000e+05
1.132499999999999840e+00,1.509188284966981319e+00,4.976141737125285402e+01,2.741520000000000000e+05
1.147499999999999964e+00,1.395540069961457963e+00,5.056162336664101531e+01,2.602670000000000000e+05
1.162500000000000089e+00,1.393540445919216442e+00,5.138170945426591629e+01,2.667330000000000000e+05
1.177499999999999991e+00,1.536286825379723053e+00,5.230928209069942625e+01,3.016930000000000000e+05
1.192499999999999893e+00,1.722509566506468026e+00,5.337595695618751535e+01,3.469360000000000000e+05
1.207500000000000018e+00,1.861960479907760035e+00,5.455817678708682195e+01,3.845170000000000000e+05
1.222499999999999920e+00,1.956216404436514900e+00,5.583129285165254174e+01,4.140810000000000000e+05
1.237499999999999822e+00,2.039868927413473809e+00,5.719162797847805990e+01,4.424490000000000000e+05
1.252499999999999947e+00,2.025561800765052212e+00,5.857536664104531354e+01,4.500610000000000000e+05
1.267500000000000071e+00,1.947782159427770665e+00,5.993803228285930373e+01,4.432070000000000000e+05
1.282499999999999973e+00,1.769958863203571431e+00,6.120577401998459521e+01,4.123330000000000000e+05
1.297499999999999876e+00,1.631554740681781857e+00,6.240187855495769043e+01,3.890330000000000000e+05
1.312500000000000000e+00,1.525238570884785316e+00,6.354604458109143650e+01,3.721400000000000000e+05
1.327499999999999902e+00,1.400455008098428600e+00,6.462075326671788389e+01,3.495490000000000000e+05
1.342499999999999805e+00,1.275716246873599413e+00,6.562198616448883115e+01,3.256510000000000000e+05
1.357499999999999929e+00,1.169692744682650609e+00,6.656063643351265569e+01,3.052960000000000000e+05
1.372500000000000053e+00,1.136983186529369805e+00,6.749331283627975608e+01,3.033530000000000000e+05
1.387499999999999956e+00,1.118679539092359843e+00,6.843114219830896161e+01,3.050290000000000000e+05
1.402499999999999858e+00,1.143081144206266719e+00,6.941025980015369612e+01,3.184580000000000000e+05
1.417499999999999982e+00,1.145652243348990851e+00,7.041268255188313674e+01,3.260380000000000000e+05
1.432500000000000107e+00,1.174324213306397802e+00,7.146205380476553159e+01,3.413080000000000000e+05
1.447499999999999787e+00,1.161515340278714836e+00,7.252182936202918029e+01,3.446920000000000000e+05
1.462499999999999911e+00,1.114084533157099433e+00,7.355950499615677529e+01,3.375040000000000000e+05
1.477500000000000036e+00,1.090692358590860556e+00,7.459633820138351723e+01,3.372300000000000000e+05
1.492499999999999938e+00,1.069294461539681773e+00,7.563357417371248914e+01,3.373610000000000000e+05
1.507499999999999840e+00,1.096360657833530983e+00,7.671854880860871617e+01,3.528880000000000000e+05
1.522499999999999964e+00,1.115073105987745894e+00,7.784411068408911660e+01,3.660890000000000000e+05
1.537500000000000089e+00,1.141622304879789773e+00,7.901928977709449953e+01,3.822270000000000000e+05
1.552499999999999991e+00,1.144655891026250316e+00,8.022069485011525103e+01,3.907570000000000000e+05
1.567499999999999893e+00,1.129609265996106116e+00,8.142932820906990798e+01,3.931080000000000000e+05
1.582500000000000018e+00,1.112452196878905397e+00,8.264249346656414730e+01,3.945820000000000000e+05
1.597499999999999920e+00,1.077510803184249299e+00,8.383993543428128703e+01,3.894680000000000000e+05
1.612499999999999822e+00,1.037851890445783853e+00,8.501506533435815527e+01,3.822110000000000000e+05
1.627499999999999947e+00,9.980125169218534431e-01,8.616620753266714416e+01,3.744090000000000000e+05
1.642500000000000071e+00,9.675800353707912915e-01,8.730291468101457042e+01,3.697140000000000000e+05
1.657499999999999973e+00,9.151721819967968408e-01,8.839778016910065617e+01,3.561050000000000000e+05
1.672499999999999876e+00,8.781455909840021334e-01,8.946744965411218686e+01,3.479100000000000000e+05
1.687500000000000000e+00,8.732798417679717984e-01,9.055035818601072606e+01,3.522160000000000000e+05
1.702499999999999902e+00,8.592115868322902639e-01,9.163484704073785281e+01,3.527300000000000000e+05
1.717499999999999805e+00,8.627519803167489343e-01,9.274307763259027126e+01,3.604520000000000000e+05
1.732499999999999929e+00,8.684125596750733589e-01,9.387814911606452029e+01,3.691820000000000000e+05
1.747500000000000053e+00,8.815695361939139829e-01,9.505045657186775543e+01,3.812930000000000000e+05
1.762499999999999956e+00,8.985209014326983601e-01,9.626590622597997537e+01,3.953250000000000000e+05
1.777499999999999858e+00,8.878759959755576636e-01,9.748748654880856179e+01,3.973190000000000000e+05
1.792499999999999982e+00,8.728674553959008264e-01,9.870877171406606010e+01,3.972230000000000000e+05
1.807499999999999885e+00,8.637198024939420904e-01,9.993756802459641619e+01,3.996660000000000000e+05
1.822499999999999787e+00,8.841370415316072151e-01,1.012163750960798865e+02,4.159320000000000000e+05
1.837499999999999911e+00,8.824688474280957262e-01,1.025138662567255494e+02,4.220090000000000000e+05
1.852500000000000036e+00,8.780947880296300356e-01,1.038260906994619006e+02,4.268010000000000000e+05
1.867499999999999938e+00,8.757186642390126785e-01,1.051560430438124030e+02,4.325670000000000000e+05
1.882499999999999840e+00,8.605495443417718882e-01,1.064840368946963451e+02,4.319300000000000000e+05
1.897499999999999964e+00,8.472665169557396236e-01,1.078124519600306996e+02,4.320670000000000000e+05
1.912500000000000089e+00,8.423131892537636389e-01,1.091540630284396229e+02,4.363590000000000000e+05
1.927499999999999769e+00,8.334903134644942035e-01,1.105025272867025024e+02,4.385880000000000000e+05
1.942499999999999893e+00,8.246513367694418006e-01,1.118575372790161140e+02,4.407170000000000000e+05
1.957500000000000018e+00,8.228701293647007198e-01,1.132305826287470865e+02,4.465830000000000000e+05
1.972499999999999920e+00,8.136799420380671499e-01,1.146091806302843707e+02,4.483890000000000000e+05
1.987499999999999822e+00,8.123974894083121345e-01,1.160066195234434758e+02,4.545170000000000000e+05
2.002499999999999947e+00,8.035578643750019845e-01,1.174097955418908299e+02,4.563830000000000000e+05
2.017500000000000071e+00,7.906248899405700081e-01,1.188111483474250321e+02,4.557900000000000000e+05
2.032499999999999751e+00,7.717635737558173892e-01,1.201994865488085793e+02,4.515570000000000000e+05
2.047499999999999876e+00,7.438188533564422666e-01,1.215573774019984370e+02,4.416540000000000000e+05
2.062500000000000000e+00,7.505428750726484965e-01,1.229476925441967410e+02,4.522000000000000000e+05
2.077499999999999680e+00,7.739615380021577229e-01,1.244023182167563135e+02,4.731170000000000000e+05
2.092500000000000249e+00,7.952681774627023970e-01,1.259186502690238001e+02,4.931870000000000000e+05
