#E_pot  E_kin  T  P
-2.186821e+02 1.011464e+02 4.055037e+01 8.957733e+05
-2.186924e+02 1.018343e+02 4.082619e+01 9.018662e+05
-2.187022e+02 1.016864e+02 4.076687e+01 9.005558e+05
-2.187116e+02 1.015383e+02 4.070749e+01 8.992441e+05
-2.187207e+02 1.014170e+02 4.065887e+01 8.981700e+05
-2.187296e+02 1.012985e+02 4.061135e+01 8.971202e+05
-2.187384e+02 1.018686e+02 4.083992e+01 9.021696e+05
-2.187468e+02 1.023763e+02 4.104346e+01 9.066657e+05
-2.187560e+02 1.022849e+02 4.100684e+01 9.058568e+05
-2.187651e+02 1.027456e+02 4.119151e+01 9.099362e+05
-2.187733e+02 1.020834e+02 4.092603e+01 9.040717e+05
-2.187819e+02 1.027589e+02 4.119687e+01 9.100546e+05
-2.187901e+02 1.028059e+02 4.121569e+01 9.104704e+05
-2.187976e+02 1.029028e+02 4.125455e+01 9.113288e+05
-2.188052e+02 1.035775e+02 4.152505e+01 9.173043e+05
-2.188128e+02 1.031716e+02 4.136232e+01 9.137095e+05
-2.188198e+02 1.031194e+02 4.134139e+01 9.132472e+05
-2.188257e+02 1.031379e+02 4.134880e+01 9.134110e+05
-2.188306e+02 1.038293e+02 4.162600e+01 9.195343e+05
-2.188354e+02 1.036273e+02 4.154500e+01 9.177450e+05
-2.188391e+02 1.032649e+02 4.139970e+01 9.145354e+05
-2.188413e+02 1.032442e+02 4.139141e+01 9.143521e+05
-2.188428e+02 1.029709e+02 4.128183e+01 9.119314e+05
-2.188438e+02 1.023955e+02 4.105117e+01 9.068361e+05
-2.188447e+02 1.016121e+02 4.073710e+01 8.998982e+05
-2.188453e+02 1.015468e+02 4.071089e+01 8.993193e+05
-2.188455e+02 1.011339e+02 4.054539e+01 8.956632e+05
-2.188455e+02 1.006878e+02 4.036655e+01 8.917125e+05
-2.188452e+02 1.006122e+02 4.033623e+01 8.910427e+05
-2.188447e+02 1.003026e+02 4.021209e+01 8.883005e+05
-2.188437e+02 1.005691e+02 4.031893e+01 8.906606e+05
-2.188420e+02 1.009041e+02 4.045323e+01 8.936273e+05
-2.188396e+02 1.006508e+02 4.035169e+01 8.913842e+05
-2.188357e+02 1.007007e+02 4.037168e+01 8.918260e+05
-2.188305e+02 1.006008e+02 4.033166e+01 8.909418e+05
-2.188250e+02 1.005103e+02 4.029537e+01 8.901403e+05
-2.188203e+02 1.007824e+02 4.040446e+01 8.925500e+05
-2.188154e+02 1.006279e+02 4.034251e+01 8.911816e+05
-2.188100e+02 1.001416e+02 4.014755e+01 8.868749e+05
-2.188045e+02 1.006170e+02 4.033813e+01 8.910849e+05
-2.187990e+02 1.000442e+02 4.010852e+01 8.860126e+05
-2.187930e+02 1.001390e+02 4.014651e+01 8.868518e+05
-2.187862e+02 1.001386e+02 4.014634e+01 8.868481e+05
-2.187789e+02 1.006136e+02 4.033677e+01 8.910547e+05
-2.187712e+02 1.000405e+02 4.010700e+01 8.859791e+05
-2.187630e+02 1.003160e+02 4.021748e+01 8.884195e+05
-2.187545e+02 9.969563e+01 3.996876e+01 8.829253e+05
-2.187464e+02 9.900929e+01 3.969360e+01 8.768469e+05
-2.187387e+02 9.915716e+01 3.975288e+01 8.781564e+05
-2.187308e+02 9.882290e+01 3.961888e+01 8.751962e+05
-2.187225e+02 9.978449e+01 4.000438e+01 8.837122e+05
-2.187135e+02 9.975892e+01 3.999414e+01 8.834858e+05
-2.187034e+02 9.953841e+01 3.990573e+01 8.815329e+05
-2.186921e+02 1.000572e+02 4.011372e+01 8.861275e+05
-2.186803e+02 1.006083e+02 4.033468e+01 8.910085e+05
-2.186685e+02 1.013655e+02 4.063823e+01 8.977140e+05
